ticket_id,category_id,agent_id,priority,status,created_at,first_response_at,resolved_at,root_cause,resolution_type,escalation_flag,customer_impact,description
TCK-0000001,3,23,P3,Resolved,2026-06-15 13:48:43+00:00,2026-06-15 14:27:47.524082709+00:00,2026-06-15 19:21:45.810055125+00:00,Monitoring Noise,Vendor Fix,False,Low,P3 Platform/Compute: node saturation alerts; suspected Monitoring Noise.
TCK-0000111,13,19,P4,Resolved,2026-06-15 16:06:48+00:00,2026-06-15 17:47:51.220354846+00:00,2026-06-15 20:31:47.419714180+00:00,Vendor Outage,Restart,False,Medium,P4 Integrations/CRM Sync: sync job backlog; suspected Vendor Outage.
TCK-0000112,13,6,P2,Closed,2026-02-05 14:35:27+00:00,2026-02-05 16:01:53.799188825+00:00,2026-02-05 21:21:30.806377418+00:00,Permissions,User Education,False,Low,P2 Integrations/CRM Sync: sync job backlog; suspected Permissions.
TCK-0000113,3,1,P4,Resolved,2026-06-16 17:35:34+00:00,2026-06-16 20:09:37.222083442+00:00,2026-06-18 07:47:09.672228159+00:00,Capacity,Code Fix,False,None,P4 Platform/Compute: node saturation alerts; suspected Capacity.
TCK-0000114,13,15,P2,Resolved,2026-07-05 13:02:45+00:00,2026-07-05 14:13:26.831725579+00:00,2026-07-05 16:45:58.872371139+00:00,Data Sync,User Education,False,High,P2 Integrations/CRM Sync: sync job backlog; suspected Data Sync.
TCK-0000115,10,22,P3,Resolved,2026-05-04 17:53:44+00:00,2026-05-04 18:57:49.604648850+00:00,2026-05-05 16:40:36.747458204+00:00,Capacity,Code Fix,False,Low,P3 Billing/Invoice: tax calculation question; suspected Capacity.
TCK-0000116,1,13,P2,Resolved,2026-05-24 17:35:04+00:00,2026-05-24 17:39:00.755387404+00:00,2026-05-24 20:29:36.824054342+00:00,Network Latency,Monitoring Update,False,Medium,P2 Network/VPN: slow split-tunnel routing; suspected Network Latency.
TCK-0000117,3,19,P3,Closed,2026-02-21 19:24:01+00:00,2026-02-21 20:54:39.359921939+00:00,2026-02-22 03:32:24.593319046+00:00,Configuration,Config Change,False,Low,P3 Platform/Compute: pod scheduling delay; suspected Configuration.
TCK-0000118,11,26,P1,Resolved,2026-05-04 09:45:06+00:00,2026-05-04 09:59:31.849251163+00:00,2026-05-05 08:23:49.533462961+00:00,Code Regression,User Education,False,Medium,P1 Billing/Payments: refund status mismatch; suspected Code Regression.
TCK-0000119,5,33,P3,Resolved,2026-02-12 09:54:48+00:00,2026-02-12 10:33:25.710862170+00:00,2026-02-12 16:10:43.983737835+00:00,,Config Change,True,Low,P3 Application/Login: failed sign-in attempts; suspected unknown root cause pending RCA.
TCK-0000120,8,32,P4,Closed,2026-04-23 23:22:20+00:00,2026-04-24 00:03:19.747779451+00:00,2026-04-24 07:46:22.862846603+00:00,Permissions,Code Fix,False,None,P4 Security/SSO: SAML assertion rejected; suspected Permissions.
TCK-0000121,7,35,P4,Resolved,2026-05-12 05:41:10+00:00,2026-05-12 05:45:42.981058374+00:00,2026-05-12 10:20:07.945581864+00:00,Documentation Gap,Vendor Fix,False,Low,P4 Application/API: rate limit confusion; suspected Documentation Gap.
TCK-0000122,5,3,P4,Closed,2026-02-15 07:15:24+00:00,2026-02-15 09:46:14.695484852+00:00,2026-02-15 18:01:23.353570057+00:00,Code Regression,Restart,False,Low,P4 Application/Login: failed sign-in attempts; suspected Code Regression.
TCK-0000123,1,27,P4,Closed,2026-03-31 09:20:21+00:00,2026-03-31 11:46:23.688853649+00:00,2026-03-31 19:07:44.469832973+00:00,Configuration,Knowledge Base,False,Low,P4 Network/VPN: users unable to establish tunnel; suspected Configuration.
TCK-0000124,8,31,P4,Closed,2026-07-22 21:15:37+00:00,2026-07-22 23:52:37.454395963+00:00,2026-07-23 11:18:52.826860641+00:00,Permissions,User Education,False,Medium,P4 Security/SSO: certificate trust warning; suspected Permissions.
TCK-0000125,2,33,P3,Closed,2026-02-10 12:05:34+00:00,2026-02-10 14:45:23.267250783+00:00,2026-02-10 18:11:36.203474075+00:00,Configuration,User Education,False,None,P3 Network/DNS: intermittent name resolution; suspected Configuration.
TCK-0000126,3,17,P4,Closed,2026-03-06 02:01:56+00:00,2026-03-06 03:55:33.891228129+00:00,2026-03-06 08:43:09.801354629+00:00,Monitoring Noise,Vendor Fix,False,None,P4 Platform/Compute: pod scheduling delay; suspected Monitoring Noise.
TCK-0000127,7,8,P4,Resolved,2026-07-08 00:29:47+00:00,2026-07-08 01:34:17.217405752+00:00,2026-07-08 06:43:53.020186736+00:00,Documentation Gap,Code Fix,False,Medium,P4 Application/API: elevated 5xx rate; suspected Documentation Gap.
TCK-0000128,13,36,P3,Resolved,2026-02-15 09:01:20+00:00,2026-02-15 09:35:37.796602024+00:00,2026-02-15 13:06:51.675243057+00:00,Permissions,Knowledge Base,False,Medium,P3 Integrations/CRM Sync: sync job backlog; suspected Permissions.
TCK-0000129,4,27,P2,Resolved,2026-04-15 09:58:49+00:00,2026-04-15 10:10:35.154453781+00:00,2026-04-15 18:52:41.417194031+00:00,,Restart,False,Low,P2 Platform/Database: connection pool exhaustion; suspected unknown root cause pending RCA.
TCK-0000130,6,9,P4,Closed,2026-04-02 13:21:17+00:00,2026-04-02 17:32:33.071646921+00:00,2026-04-02 19:58:33.862102447+00:00,Data Sync,Vendor Fix,False,None,P4 Application/Checkout: cart submission timeout; suspected Data Sync.
TCK-0000131,12,7,P3,Closed,2026-02-03 19:27:29+00:00,2026-02-03 20:43:40.343906358+00:00,2026-02-04 05:16:16.752633153+00:00,Customer Error,User Education,False,None,P3 Integrations/Webhook: signature validation failure; suspected Customer Error.
TCK-0000132,12,12,P3,Resolved,2026-05-01 12:28:13+00:00,2026-05-01 17:33:44.104102078+00:00,2026-05-01 17:48:18.804087177+00:00,Customer Error,User Education,False,Low,P3 Integrations/Webhook: signature validation failure; suspected Customer Error.
TCK-0000133,2,33,P3,Closed,2026-03-10 11:13:14+00:00,2026-03-10 12:00:29.216330063+00:00,2026-03-10 15:32:55.219055579+00:00,Vendor Outage,Vendor Fix,False,None,P3 Network/DNS: service discovery timeout; suspected Vendor Outage.
TCK-0000134,7,6,P3,Resolved,2026-04-04 10:49:09+00:00,2026-04-04 11:06:19.788990811+00:00,2026-04-04 18:50:50.285114352+00:00,Documentation Gap,User Education,False,Medium,P3 Application/API: rate limit confusion; suspected Documentation Gap.
TCK-0000135,7,30,P2,Resolved,2026-04-08 06:03:48+00:00,2026-04-08 06:58:57.500199447+00:00,2026-04-08 11:49:30.316461284+00:00,,Vendor Fix,True,Medium,P2 Application/API: rate limit confusion; suspected unknown root cause pending RCA.
TCK-0000136,8,12,P4,Closed,2026-02-20 06:38:12+00:00,2026-02-20 07:51:14.464843168+00:00,2026-02-20 14:49:45.488294342+00:00,,Knowledge Base,False,Medium,P4 Security/SSO: SAML assertion rejected; suspected unknown root cause pending RCA.
TCK-0000137,3,1,P2,Closed,2026-06-28 16:54:53+00:00,2026-06-28 17:03:49.625440729+00:00,2026-06-28 20:27:38.978068465+00:00,Capacity,Code Fix,True,Medium,P2 Platform/Compute: instance health check failures; suspected Capacity.
TCK-0000138,1,19,P4,Resolved,2026-05-03 06:15:54+00:00,2026-05-03 12:37:57.099125716+00:00,2026-05-03 16:51:23.475446728+00:00,Network Latency,Monitoring Update,False,Low,P4 Network/VPN: users unable to establish tunnel; suspected Network Latency.
TCK-0000139,5,26,P3,Resolved,2026-05-12 03:01:33+00:00,2026-05-12 06:45:02.538961458+00:00,2026-05-12 09:48:50.518971861+00:00,Authentication,Vendor Fix,False,Low,P3 Application/Login: session timeout reports; suspected Authentication.
TCK-0000140,7,24,P1,Resolved,2026-06-04 11:48:31+00:00,2026-06-04 11:59:41.816791843+00:00,2026-06-04 13:32:20.951520884+00:00,Permissions,User Education,False,Medium,P1 Application/API: elevated 5xx rate; suspected Permissions.
TCK-0000141,3,36,P1,Resolved,2026-04-30 07:51:55+00:00,2026-04-30 08:19:31.085645771+00:00,2026-04-30 17:43:22.380632497+00:00,Capacity,Code Fix,False,Medium,P1 Platform/Compute: node saturation alerts; suspected Capacity.
TCK-0000142,7,4,P4,Resolved,2026-06-01 14:48:42+00:00,2026-06-01 17:42:07.963998589+00:00,2026-06-01 22:17:39.260866114+00:00,Code Regression,Knowledge Base,False,Medium,P4 Application/API: token validation failures; suspected Code Regression.
TCK-0000143,6,24,P2,Resolved,2026-06-24 08:28:19+00:00,2026-06-24 08:51:10.926872467+00:00,2026-06-24 12:51:27.583921898+00:00,Data Sync,Restart,False,Low,P2 Application/Checkout: payment handoff error; suspected Data Sync.
TCK-0000144,7,28,P3,Resolved,2026-07-03 19:53:01+00:00,2026-07-03 20:45:40.564633662+00:00,2026-07-04 04:31:43.001981253+00:00,,Restart,True,Medium,P3 Application/API: elevated 5xx rate; suspected unknown root cause pending RCA.
TCK-0000145,6,12,P4,Resolved,2026-04-13 12:07:36+00:00,2026-04-13 12:44:24.172521417+00:00,2026-04-13 17:36:18.361916026+00:00,,Knowledge Base,False,None,P4 Application/Checkout: payment handoff error; suspected unknown root cause pending RCA.
TCK-0000146,1,14,P4,Resolved,2026-06-02 23:00:13+00:00,2026-06-02 23:58:34.252956405+00:00,2026-06-03 07:28:53.496289349+00:00,Vendor Outage,User Education,False,None,P3 Network/VPN: users unable to establish tunnel; suspected Vendor Outage.
TCK-0000147,1,14,P3,Closed,2026-03-21 02:58:49+00:00,2026-03-21 03:27:59.993434312+00:00,2026-03-21 10:51:10.821425559+00:00,Capacity,Restart,False,None,P3 Network/VPN: MFA loop during remote login; suspected Capacity.
TCK-0000148,3,19,P3,Closed,2026-03-04 14:27:13+00:00,2026-03-04 15:53:28.987330579+00:00,2026-03-04 20:26:22.643419607+00:00,Capacity,Monitoring Update,True,None,P3 Platform/Compute: instance health check failures; suspected Capacity.
TCK-0000149,14,6,P4,Resolved,2026-03-20 10:33:46+00:00,2026-03-20 13:37:21.611302593+00:00,2026-03-20 14:00:24.642912689+00:00,Monitoring Noise,Monitoring Update,False,None,P4 Observability/Alerts: missing notification; suspected Monitoring Noise.
TCK-0000150,5,6,P1,Resolved,2026-05-16 08:05:54+00:00,2026-05-16 08:17:11.720970116+00:00,2026-05-16 13:36:11.591794095+00:00,Authentication,Config Change,False,Medium,P1 Application/Login: session timeout reports; suspected Authentication.
TCK-0000151,2,26,P3,Closed,2026-06-09 23:17:01+00:00,2026-06-10 00:38:07.894708768+00:00,2026-06-10 05:10:12.568999207+00:00,Vendor Outage,Monitoring Update,False,Low,P3 Network/DNS: incorrect record propagation; suspected Vendor Outage.
TCK-0000152,8,16,P3,Resolved,2026-04-26 14:10:03+00:00,2026-04-26 15:31:12.177749566+00:00,2026-04-27 00:20:12.359351920+00:00,,Config Change,False,Low,P3 Security/SSO: certificate trust warning; suspected unknown root cause pending RCA.
TCK-0000153,1,19,P2,Resolved,2026-02-13 14:40:55+00:00,2026-02-13 16:01:23.300595134+00:00,2026-02-13 16:09:16.445621149+00:00,Network Latency,User Education,False,Medium,P2 Network/VPN: users unable to establish tunnel; suspected Network Latency.
TCK-0000154,1,30,P4,Resolved,2026-04-27 21:29:33+00:00,2026-04-28 01:30:48.650883488+00:00,2026-04-28 17:25:16.299578216+00:00,Vendor Outage,Code Fix,True,Low,P3 Network/VPN: users unable to establish tunnel; suspected Vendor Outage.
TCK-0000155,2,6,P4,Resolved,2026-04-10 11:50:13+00:00,2026-04-10 15:07:49.111850009+00:00,2026-04-10 16:58:14.331523701+00:00,Network Latency,User Education,False,None,P4 Network/DNS: incorrect record propagation; suspected Network Latency.
TCK-0000156,5,23,P3,Resolved,2026-03-31 02:47:20+00:00,2026-03-31 03:13:36.942810209+00:00,2026-03-31 05:57:17.852375713+00:00,Permissions,User Education,False,Medium,P3 Application/Login: session timeout reports; suspected Permissions.
TCK-0000157,3,10,P3,Resolved,2026-03-31 20:50:30+00:00,2026-03-31 21:40:06.100540838+00:00,2026-04-01 05:14:24.284572214+00:00,Monitoring Noise,Vendor Fix,False,Low,P3 Platform/Compute: pod scheduling delay; suspected Monitoring Noise.
TCK-0000158,12,28,P4,Resolved,2026-07-17 17:32:07+00:00,2026-07-17 17:49:15.669318570+00:00,2026-07-18 01:48:55.380637100+00:00,Configuration,Code Fix,False,None,P4 Integrations/Webhook: delivery retry storm; suspected Configuration.
TCK-0000159,7,31,P4,Closed,2026-06-03 15:01:22+00:00,2026-06-03 17:26:37.540650938+00:00,2026-06-03 18:50:09.049811577+00:00,Permissions,Restart,False,None,P4 Application/API: rate limit confusion; suspected Permissions.
TCK-0000160,5,23,P2,Closed,2026-07-31 10:50:04+00:00,2026-07-31 11:12:01.821893006+00:00,2026-07-31 12:46:40.350570643+00:00,Authentication,Config Change,False,Medium,P2 Application/Login: password reset failures; suspected Authentication.
TCK-0000161,14,19,P3,Resolved,2026-04-12 00:19:43+00:00,2026-04-12 02:06:23.917590110+00:00,2026-04-12 07:12:26.873877284+00:00,Configuration,Vendor Fix,False,Low,P3 Observability/Alerts: missing notification; suspected Configuration.
TCK-0000162,1,27,P4,Closed,2026-05-20 11:06:12+00:00,2026-05-20 14:47:59.717023721+00:00,2026-05-20 17:25:59.780348441+00:00,Capacity,User Education,False,Low,P4 Network/VPN: MFA loop during remote login; suspected Capacity.
TCK-0000163,12,33,P3,Closed,2026-02-26 06:30:40+00:00,2026-02-26 07:02:54.750982687+00:00,2026-02-26 12:55:21.237965437+00:00,Configuration,Restart,False,Low,P3 Integrations/Webhook: signature validation failure; suspected Configuration.
TCK-0000164,2,17,P4,Resolved,2026-02-28 04:18:15+00:00,2026-02-28 04:47:29.506044497+00:00,2026-02-28 06:44:06.759380404+00:00,Customer Error,User Education,False,Low,P4 Network/DNS: intermittent name resolution; suspected Customer Error.
TCK-0000165,1,16,P3,Resolved,2026-02-11 16:20:21+00:00,2026-02-11 16:33:16.820152833+00:00,2026-02-12 06:31:41.798977599+00:00,Authentication,Config Change,False,Low,P3 Network/VPN: slow split-tunnel routing; suspected Authentication.
TCK-0000166,4,13,P4,Resolved,2026-04-21 19:58:51+00:00,2026-04-21 21:17:24.950290022+00:00,2026-04-22 03:20:37.891908244+00:00,Capacity,Knowledge Base,False,None,P4 Platform/Database: replication lag; suspected Capacity.
TCK-0000167,11,3,P4,Resolved,2026-03-12 09:12:38+00:00,2026-03-12 11:37:33.085410193+00:00,2026-03-12 17:05:16.000198833+00:00,Vendor Outage,Code Fix,False,None,P4 Billing/Payments: refund status mismatch; suspected Vendor Outage.
TCK-0000168,1,36,P2,Resolved,2026-02-19 09:23:54+00:00,2026-02-19 09:47:22.734830049+00:00,2026-02-19 12:04:07.580909861+00:00,Network Latency,User Education,False,Medium,P2 Network/VPN: slow split-tunnel routing; suspected Network Latency.
TCK-0000169,14,15,P3,Closed,2026-04-24 12:43:28+00:00,2026-04-24 18:05:19.216404926+00:00,2026-04-24 14:30:38.445160341+00:00,Configuration,Code Fix,False,Medium,P3 Observability/Alerts: noisy monitor; suspected Configuration.
TCK-0000170,5,34,P2,Resolved,2026-03-11 11:40:58+00:00,2026-03-11 11:54:55.405859176+00:00,2026-03-11 13:03:21.019896048+00:00,Permissions,Code Fix,False,Medium,P2 Application/Login: failed sign-in attempts; suspected Permissions.
TCK-0000171,1,27,P1,Resolved,2026-04-12 13:56:19+00:00,2026-04-12 14:16:25.226662015+00:00,2026-04-12 18:04:43.378465781+00:00,Code Regression,Vendor Fix,True,High,P1 Network/VPN: MFA loop during remote login; suspected Code Regression.
TCK-0000172,1,9,P3,Resolved,2026-06-21 09:23:48+00:00,2026-06-21 09:31:56.054247767+00:00,2026-06-22 15:33:10.040251709+00:00,Network Latency,Monitoring Update,False,None,P3 Network/VPN: slow split-tunnel routing; suspected Network Latency.
TCK-0000173,10,25,P3,Closed,2026-03-19 20:30:44+00:00,2026-03-19 21:24:07.732212797+00:00,2026-03-20 09:40:13.572838331+00:00,Data Sync,Config Change,False,Low,P3 Billing/Invoice: invoice mismatch; suspected Data Sync.
TCK-0000174,8,7,P3,Resolved,2026-04-09 21:49:08+00:00,2026-04-09 22:07:36.927129375+00:00,2026-04-10 03:52:20.360796541+00:00,Authentication,Knowledge Base,False,Medium,P2 Security/SSO: certificate trust warning; suspected Authentication.
TCK-0000175,2,36,P3,Closed,2026-03-03 09:42:49+00:00,2026-03-03 10:27:54.362750364+00:00,2026-03-03 14:48:09.687281352+00:00,,Monitoring Update,False,High,P3 Network/DNS: intermittent name resolution; suspected unknown root cause pending RCA.
TCK-0000176,2,6,P4,Resolved,2026-02-18 07:13:50+00:00,2026-02-18 11:10:26.176106995+00:00,2026-02-18 08:42:20.725332422+00:00,Vendor Outage,Code Fix,False,Low,P4 Network/DNS: incorrect record propagation; suspected Vendor Outage.
TCK-0000177,9,12,P3,Resolved,2026-07-18 07:31:59+00:00,2026-07-18 08:21:35.042799791+00:00,2026-07-18 13:18:24.934972016+00:00,Customer Error,User Education,False,Low,P3 Security/Access Review: approval workflow delay; suspected Customer Error.
TCK-0000178,12,10,P3,Closed,2026-02-17 02:02:29+00:00,2026-02-17 02:28:36.224896676+00:00,2026-02-17 06:00:50.348932927+00:00,Configuration,Config Change,False,Medium,P3 Integrations/Webhook: subscriber endpoint timeout; suspected Configuration.
TCK-0000179,5,26,P3,Closed,2026-06-21 22:20:22+00:00,2026-06-21 22:39:02.823599973+00:00,2026-06-22 05:13:13.666937183+00:00,Authentication,Code Fix,False,High,P3 Application/Login: session timeout reports; suspected Authentication.
TCK-0000180,2,27,P4,Resolved,2026-05-17 10:41:46+00:00,2026-05-17 11:01:16.576993274+00:00,2026-05-17 14:55:11.781526417+00:00,Configuration,Config Change,False,Medium,P4 Network/DNS: intermittent name resolution; suspected Configuration.
TCK-0000181,4,16,P4,Resolved,2026-02-14 17:06:50+00:00,2026-02-14 18:05:05.924818579+00:00,2026-02-14 20:55:53.439489748+00:00,Capacity,Knowledge Base,False,None,P4 Platform/Database: slow queries; suspected Capacity.
TCK-0000182,12,35,P2,Resolved,2026-02-27 00:03:13+00:00,2026-02-27 00:22:47.373811450+00:00,2026-02-27 06:29:30.995592845+00:00,Configuration,Config Change,False,Medium,P2 Integrations/Webhook: delivery retry storm; suspected Configuration.
TCK-0000183,7,25,P3,Closed,2026-05-27 15:24:09+00:00,2026-05-27 17:25:48.348651585+00:00,2026-05-27 18:12:18.935524166+00:00,Permissions,Knowledge Base,False,Medium,P3 Application/API: elevated 5xx rate; suspected Permissions.
TCK-0000184,12,13,P3,Closed,2026-05-21 16:42:58+00:00,2026-05-21 18:14:27.626256052+00:00,2026-05-21 21:34:02.559943263+00:00,Customer Error,User Education,False,High,P3 Integrations/Webhook: delivery retry storm; suspected Customer Error.
TCK-0000185,1,21,P4,Resolved,2026-07-12 13:06:53+00:00,2026-07-12 15:42:34.037672924+00:00,2026-07-12 21:03:29.003367475+00:00,Configuration,Knowledge Base,True,Low,P4 Network/VPN: slow split-tunnel routing; suspected Configuration.
TCK-0000186,2,6,P3,Resolved,2026-02-19 20:01:47+00:00,2026-02-19 20:25:43.727070176+00:00,2026-02-19 21:28:02.008037394+00:00,Vendor Outage,Config Change,False,None,P3 Network/DNS: incorrect record propagation; suspected Vendor Outage.
TCK-0000187,8,7,P4,Closed,2026-07-23 19:34:42+00:00,2026-07-23 22:24:39.931038677+00:00,2026-07-24 02:14:24.826833863+00:00,Authentication,Monitoring Update,False,Low,P4 Security/SSO: certificate trust warning; suspected Authentication.
TCK-0000188,5,10,P3,Resolved,2026-02-13 15:06:12+00:00,2026-02-13 16:00:40.263203708+00:00,2026-02-13 16:45:52.317027095+00:00,Authentication,Code Fix,False,Medium,P3 Application/Login: password reset failures; suspected Authentication.
TCK-0000189,10,1,P2,Closed,2026-02-18 17:02:10+00:00,2026-02-18 18:16:01.696715562+00:00,2026-02-18 23:41:56.121060777+00:00,Customer Error,User Education,False,High,P2 Billing/Invoice: tax calculation question; suspected Customer Error.
TCK-0000190,10,34,P1,Resolved,2026-05-06 16:21:07+00:00,2026-05-06 16:29:36.224625789+00:00,2026-05-06 19:21:41.420215781+00:00,Data Sync,Restart,False,High,P1 Billing/Invoice: invoice mismatch; suspected Data Sync.
TCK-0000191,10,36,P3,Resolved,2026-05-21 11:25:35+00:00,2026-05-21 11:57:54.986707884+00:00,2026-05-21 23:01:58.534946306+00:00,Data Sync,Monitoring Update,False,High,P3 Billing/Invoice: invoice mismatch; suspected Data Sync.
TCK-0000192,6,24,P3,Resolved,2026-03-10 11:53:55+00:00,2026-03-10 12:34:01.797391906+00:00,2026-03-10 18:47:12.763687826+00:00,Data Sync,Config Change,False,Low,P3 Application/Checkout: cart submission timeout; suspected Data Sync.
